-0.283064,-0.287026,-0.283387
-0.266429,-0.267742,-0.264196
-0.197092,-0.202535,-0.197793
-0.198753,-0.202902,-0.198931
-0.250188,-0.254698,-0.247895
-0.230598,-0.235826,-0.230711
-0.265206,-0.269928,-0.262511
-0.251649,-0.256863,-0.255013
-0.235108,-0.239394,-0.243022
-0.196409,-0.196309,-0.206144
-0.227583,-0.229517,-0.237931
-0.238191,-0.240187,-0.245282
-0.200038,-0.202911,-0.207986
-0.179954,-0.180672,-0.184222
-0.189245,-0.188758,-0.189536
-0.181511,-0.180816,-0.18132
-0.186959,-0.186133,-0.184082
-0.197323,-0.1966,-0.195628
-0.192906,-0.193573,-0.193659
-0.209577,-0.211493,-0.21362
-0.212745,-0.211667,-0.214772
-0.210776,-0.210851,-0.212652
-0.217675,-0.216817,-0.219951
-0.204584,-0.204608,-0.208149
-0.207225,-0.205479,-0.207444
-0.196923,-0.196438,-0.199977
-0.207623,-0.20491,-0.211588
-0.227416,-0.224076,-0.228205
-0.216098,-0.212953,-0.21332
-0.249637,-0.244496,-0.249422
-0.26905,-0.266398,-0.270074
-0.289385,-0.288098,-0.291857
-0.296269,-0.296985,-0.300561
-0.301428,-0.302389,-0.30331
-0.293584,-0.295311,-0.29708
-0.29233,-0.294894,-0.294232
-0.303657,-0.303133,-0.302279
-0.300983,-0.299346,-0.298864
-0.294276,-0.291876,-0.293284
-0.311749,-0.308043,-0.311122
-0.293046,-0.28821,-0.289724
-0.338428,-0.334594,-0.341029
-0.333268,-0.328497,-0.335407
-0.311964,-0.306576,-0.311465
-0.323812,-0.3165,-0.322578
-0.367219,-0.361788,-0.368091
-0.36845,-0.365767,-0.373147
-0.325265,-0.321182,-0.324516
-0.334213,-0.329967,-0.333164
-0.364013,-0.358556,-0.364591
-0.396885,-0.391771,-0.39873
-0.393302,-0.388256,-0.39055
-0.371152,-0.370384,-0.367263
-0.340423,-0.343454,-0.338515
-0.369473,-0.372748,-0.365104
-0.369758,-0.372692,-0.36203
-0.367152,-0.371265,-0.36129
-0.370509,-0.373998,-0.368834
-0.349851,-0.354243,-0.351687
-0.376728,-0.378649,-0.375778
-0.414162,-0.417236,-0.419573
-0.441683,-0.445143,-0.444698
-0.422489,-0.428288,-0.428314
-0.476808,-0.482065,-0.484356
-0.494096,-0.496241,-0.500262
-0.52865,-0.527376,-0.534858
-0.507089,-0.512655,-0.515734
-0.506899,-0.510312,-0.513769
-0.483652,-0.485851,-0.485024
-0.47399,-0.475516,-0.477333
-0.532034,-0.536475,-0.528809
-0.538596,-0.54525,-0.539245
-0.58473,-0.583777,-0.57888
-0.637295,-0.640816,-0.634925
-0.640568,-0.645128,-0.64012
-0.621129,-0.621066,-0.619777
-0.655563,-0.654157,-0.653157
-0.670982,-0.669597,-0.674043
-0.678047,-0.67945,-0.683765
-0.648311,-0.641399,-0.649964
-0.605597,-0.597836,-0.605797
-0.548879,-0.540579,-0.550518
-0.548006,-0.540016,-0.550215
-0.540185,-0.535153,-0.544826
-0.570902,-0.564346,-0.574543
-0.594425,-0.588686,-0.598839
-0.576021,-0.570072,-0.584306
-0.635735,-0.63,-0.646444
-0.729447,-0.72566,-0.741869
